# p 	 D_TG 	 D_N 	 
15.218729096989966 	 3.338533408856404e-11 	 2.8143151905099965e-11
15.303678929765885 	 3.3267142849533117e-11 	 2.806319258806059e-11
15.388628762541806 	 3.3149911259735685e-11 	 2.798372541548568e-11
15.473578595317726 	 3.303362703449991e-11 	 2.7904745962779504e-11
15.558528428093645 	 3.291827810408132e-11 	 2.7826249855560907e-11
15.643478260869566 	 3.280385260889566e-11 	 2.774823276892551e-11
15.728428093645485 	 3.2690338894879847e-11 	 2.7670690426727486e-11
15.813377926421404 	 3.2577725508976856e-11 	 2.759361860087971e-11
15.898327759197324 	 3.2466001194740686e-11 	 2.7517013110671402e-11
15.983277591973245 	 3.2355154888057654e-11 	 2.744086982210236e-11
16.068227424749164 	 3.224517571298043e-11 	 2.7365184647232773e-11
16.153177257525083 	 3.2136052977671346e-11 	 2.7289953543548105e-11
16.238127090301003 	 3.20277761704514e-11 	 2.7215172513338012e-11
16.323076923076925 	 3.192033495595217e-11 	 2.714083760308885e-11
16.408026755852845 	 3.181371917136697e-11 	 2.7066944902889042e-11
16.492976588628764 	 3.170791882279861e-11 	 2.6993490545846715e-11
16.577926421404683 	 3.160292408170073e-11 	 2.692047070751909e-11
16.662876254180603 	 3.149872528140991e-11 	 2.6847881605353114e-11
16.747826086956522 	 3.1395312913765676e-11 	 2.677571949813686e-11
16.83277591973244 	 3.1292677625816104e-11 	 2.6703980685461218e-11
16.91772575250836 	 3.119081021660619e-11 	 2.6632661507191593e-11
17.00267558528428 	 3.108970163404669e-11 	 2.656175834294901e-11
17.0876254180602 	 3.098934297186108e-11 	 2.649126761160051e-11
17.17257525083612 	 3.088972546660824e-11 	 2.642118577075832e-11
17.257525083612038 	 3.079084049477867e-11 	 2.6351509316287584e-11
17.34247491638796 	 3.069267956996235e-11 	 2.6282234781822357e-11
17.42742474916388 	 3.0595234340085794e-11 	 2.6213358738289502e-11
17.5123745819398 	 3.049849658471652e-11 	 2.6144877793440333e-11
17.597324414715718 	 3.040245821243314e-11 	 2.60767885913898e-11
17.68227424749164 	 3.0307111258258805e-11 	 2.600908781216278e-11
17.76722408026756 	 3.0212447881156625e-11 	 2.59417721712475e-11
17.85217391304348 	 3.0118460361585117e-11 	 2.5874838419155792e-11
17.9371237458194 	 3.002514109911191e-11 	 2.580828334098996e-11
18.022073578595318 	 2.993248261008424e-11 	 2.574210375601611e-11
18.107023411371237 	 2.984047752535466e-11 	 2.567629651724384e-11
18.191973244147157 	 2.974911858806018e-11 	 2.5610858511011978e-11
18.276923076923076 	 2.965839865145373e-11 	 2.554578665658045e-11
18.361872909698995 	 2.956831067678616e-11 	 2.548107790572786e-11
18.446822742474914 	 2.947884773123766e-11 	 2.5416729242354872e-11
18.531772575250834 	 2.9390002985897065e-11 	 2.5352737682093167e-11
18.616722408026757 	 2.9301769713787804e-11 	 2.5289100271919837e-11
18.701672240802676 	 2.921414128793933e-11 	 2.52258140897772e-11
18.786622073578595 	 2.912711117950257e-11 	 2.5162876244197785e-11
18.871571906354514 	 2.90406729559085e-11 	 2.510028387393449e-11
18.956521739130437 	 2.895482027906844e-11 	 2.5038034147595796e-11
19.041471571906357 	 2.8869546903615134e-11 	 2.4976124263285882e-11
19.126421404682276 	 2.8784846675183395e-11 	 2.4914551448249602e-11
19.211371237458195 	 2.8700713528729382e-11 	 2.4853312958522253e-11
19.296321070234114 	 2.8617141486887463e-11 	 2.4792406078583976e-11
19.381270903010034 	 2.853412465836362e-11 	 2.4731828121018795e-11
19.466220735785953 	 2.8451657236364472e-11 	 2.4671576426178104e-11
19.551170568561872 	 2.8369733497061072e-11 	 2.46116483618487e-11
19.63612040133779 	 2.828834779808642e-11 	 2.4552041322925053e-11
19.72107023411371 	 2.8207494577065988e-11 	 2.4492752731085987e-11
19.80602006688963 	 2.8127168350180234e-11 	 2.4433780034475535e-11
19.89096989966555 	 2.8047363710758504e-11 	 2.437512070738793e-11
19.975919732441472 	 2.7968075327903263e-11 	 2.431677224995676e-11
20.06086956521739 	 2.7889297945144095e-11 	 2.4258732187848087e-11
20.14581939799331 	 2.7811026379120646e-11 	 2.4200998071957607e-11
20.23076923076923 	 2.7733255518293755e-11 	 2.4143567478111675e-11
20.315719063545153 	 2.7655980321684033e-11 	 2.408643800677218e-11
20.400668896321072 	 2.7579195817637398e-11 	 2.4029607282745267e-11
20.48561872909699 	 2.7502897102616573e-11 	 2.3973072954893805e-11
20.57056856187291 	 2.7427079340018213e-11 	 2.3916832695853454e-11
20.65551839464883 	 2.735173775901483e-11 	 2.3860884201752513e-11
20.74046822742475 	 2.7276867653421004e-11 	 2.380522519193525e-11
20.82541806020067 	 2.720246438058321e-11 	 2.3749853408688833e-11
20.910367892976588 	 2.7128523360292747e-11 	 2.3694766616973678e-11
20.995317725752507 	 2.7055040073721158e-11 	 2.3639962604157358e-11
21.080267558528426 	 2.6982010062377678e-11 	 2.3585439179751814e-11
21.165217391304346 	 2.6909428927088014e-11 	 2.3531194175153914e-11
21.250167224080265 	 2.6837292326994098e-11 	 2.347722544338939e-11
21.335117056856184 	 2.6765595978574302e-11 	 2.3423530858859966e-11
21.42006688963211 	 2.6694335654683468e-11 	 2.337010831709373e-11
21.50501672240803 	 2.662350718361252e-11 	 2.3316955734498718e-11
21.58996655518395 	 2.6553106448166906e-11 	 2.3264071048119513e-11
21.67491638795987 	 2.6483129384763746e-11 	 2.3211452215397115e-11
21.759866220735788 	 2.6413571982546957e-11 	 2.3159097213931657e-11
21.844816053511707 	 2.6344430282520098e-11 	 2.3107004041248302e-11
21.929765886287626 	 2.6275700376696524e-11 	 2.3055170714566046e-11
22.014715719063545 	 2.6207378407266256e-11 	 2.30035952705694e-11
22.099665551839465 	 2.613946056577951e-11 	 2.295227576518304e-11
22.184615384615384 	 2.6071943092346153e-11 	 2.290121027334931e-11
22.269565217391303 	 2.6004822274850936e-11 	 2.2850396888808486e-11
22.354515050167223 	 2.5938094448184067e-11 	 2.2799833723881873e-11
22.439464882943142 	 2.5871755993486824e-11 	 2.2749518909257607e-11
22.52441471571906 	 2.5805803337411715e-11 	 2.2699450593779246e-11
22.60936454849498 	 2.5740232951397082e-11 	 2.2649626944236897e-11
22.6943143812709 	 2.5675041350955646e-11 	 2.2600046145161152e-11
22.779264214046826 	 2.561022509497668e-11 	 2.2550706398619458e-11
22.864214046822745 	 2.554578078504171e-11 	 2.250160592401523e-11
22.949163879598665 	 2.5481705064753056e-11 	 2.245274295788934e-11
23.034113712374584 	 2.5417994619075357e-11 	 2.2404115753724214e-11
23.119063545150503 	 2.5354646173689506e-11 	 2.2355722581750406e-11
23.204013377926422 	 2.5291656494358768e-11 	 2.2307561728755525e-11
23.28896321070234 	 2.5229022386306885e-11 	 2.2259631497895662e-11
23.37391304347826 	 2.5166740693607872e-11 	 2.221193020850917e-11
23.45886287625418 	 2.5104808298587165e-11 	 2.216445619593274e-11
23.5438127090301 	 2.5043222121234063e-11 	 2.2117207811319893e-11
23.62876254180602 	 2.4981979118624914e-11 	 2.2070183421461612e-11
23.713712374581938 	 2.492107628435721e-11 	 2.2023381408609427e-11
23.798662207357857 	 2.4860510647993943e-11 	 2.197680017030053e-11
23.883612040133777 	 2.480027927451831e-11 	 2.1930438119185223e-11
23.968561872909696 	 2.474037926379837e-11 	 2.188429368285646e-11
24.053511705685622 	 2.4680807750061523e-11 	 2.1838365303681596e-11
24.13846153846154 	 2.462156190137858e-11 	 2.179265143863618e-11
24.22341137123746 	 2.4562638919157114e-11 	 2.1747150559139875e-11
24.30836120401338 	 2.4504036037644194e-11 	 2.170186115089445e-11
24.3933110367893 	 2.444575052343783e-11 	 2.1656781713723727e-11
24.47826086956522 	 2.4387779675007475e-11 	 2.1611910761415658e-11
24.563210702341138 	 2.4330120822222944e-11 	 2.1567246821566272e-11
24.648160535117057 	 2.427277132589184e-11 	 2.152278843542561e-11
24.733110367892976 	 2.421572857730523e-11 	 2.1478534157745595e-11
24.818060200668896 	 2.415898999779139e-11 	 2.1434482556629822e-11
24.903010033444815 	 2.4102553038277418e-11 	 2.139063221338518e-11
24.987959866220734 	 2.404641517885864e-11 	 2.1346981722375376e-11
25.072909698996654 	 2.3990573928375595e-11 	 2.1303529690876203e-11
25.157859531772573 	 2.393502682399843e-11 	 2.1260274738932764e-11
25.242809364548492 	 2.3879771430818546e-11 	 2.1217215499218302e-11
25.32775919732441 	 2.3824805341447416e-11 	 2.1174350616894916e-11
25.412709030100338 	 2.3770126175622374e-11 	 2.113167874947596e-11
25.497658862876257 	 2.371573157981918e-11 	 2.1089198566690116e-11
25.582608695652176 	 2.3661619226871366e-11 	 2.1046908750347272e-11
25.667558528428096 	 2.3607786815596085e-11 	 2.1004807994205938e-11
25.752508361204015 	 2.3554232070426412e-11 	 2.0962895003842362e-11
25.837458193979934 	 2.3500952741049914e-11 	 2.0921168496521295e-11
25.922408026755853 	 2.3447946602053477e-11 	 2.087962720106834e-11
26.007357859531773 	 2.339521145257404e-11 	 2.083826985774382e-11
26.092307692307692 	 2.3342745115955385e-11 	 2.0797095218118314e-11
26.17725752508361 	 2.3290545439410706e-11 	 2.0756102044949657e-11
26.26220735785953 	 2.3238610293690797e-11 	 2.0715289112061465e-11
26.34715719063545 	 2.3186937572757924e-11 	 2.06746552042232e-11
26.43210702341137 	 2.3135525193465107e-11 	 2.0634199117031673e-11
26.51705685618729 	 2.308437109524077e-11 	 2.059391965679402e-11
26.602006688963208 	 2.303347323977868e-11 	 2.0553815640412114e-11
26.686956521739134 	 2.2982829610733027e-11 	 2.0513885895268417e-11
26.771906354515053 	 2.293243821341854e-11 	 2.0474129259113238e-11
26.856856187290973 	 2.2882297074515548e-11 	 2.0434544579953288e-11
26.941806020066892 	 2.2832404241780013e-11 	 2.0395130715941776e-11
27.02675585284281 	 2.2782757783758118e-11 	 2.0355886535269642e-11
27.11170568561873 	 2.273335578950576e-11 	 2.03168109160583e-11
27.19665551839465 	 2.26841963683125e-11 	 2.0277902746253595e-11
27.28160535117057 	 2.2635277649429977e-11 	 2.023916092352107e-11
27.36655518394649 	 2.2586597781804864e-11 	 2.020058435514254e-11
27.451505016722408 	 2.2538154933816018e-11 	 2.016217195791388e-11
27.536454849498327 	 2.248994729301598e-11 	 2.012392265804413e-11
27.621404682274246 	 2.2441973065876548e-11 	 2.008583539105572e-11
27.706354515050165 	 2.2394230477538488e-11 	 2.0047909101686033e-11
27.791304347826085 	 2.234671777156528e-11 	 2.0010142743790065e-11
27.876254180602004 	 2.22994332097007e-11 	 1.9972535280244303e-11
27.961204013377923 	 2.2252375071630372e-11 	 1.9935085682851778e-11
28.04615384615385 	 2.220554165474705e-11 	 1.9897792932248243e-11
28.13110367892977 	 2.21589312739196e-11 	 1.986065601780951e-11
28.216053511705688 	 2.2112542261265664e-11 	 1.9823673937559878e-11
28.301003344481607 	 2.206637296592792e-11 	 1.9786845698081686e-11
28.385953177257527 	 2.2020421753853797e-11 	 1.9750170314425953e-11
28.470903010033446 	 2.1974687007578678e-11 	 1.9713646810024092e-11
28.555852842809365 	 2.19291671260125e-11 	 1.9677274216600678e-11
28.640802675585284 	 2.1883860524229657e-11 	 1.9641051574087267e-11
28.725752508361204 	 2.1838765633262135e-11 	 1.9604977930537253e-11
28.810702341137123 	 2.1793880899895954e-11 	 1.9569052342041754e-11
28.895652173913042 	 2.174920478647062e-11 	 1.9533273872646474e-11
28.98060200668896 	 2.1704735770681776e-11 	 1.949764159426959e-11
29.06555183946488 	 2.1660472345386816e-11 	 1.9462154586620602e-11
29.1505016722408 	 2.1616413018413505e-11 	 1.9426811937120165e-11
29.23545150501672 	 2.1572556312371548e-11 	 1.9391612740820847e-11
29.320401337792646 	 2.1528900764466965e-11 	 1.9356556100328857e-11
29.405351170568565 	 2.1485444926319374e-11 	 1.9321641125726727e-11
29.490301003344484 	 2.1442187363781937e-11 	 1.9286866934496808e-11
29.575250836120404 	 2.139912665676413e-11 	 1.925223265144581e-11
29.660200668896323 	 2.1356261399057125e-11 	 1.921773740863013e-11
29.745150501672242 	 2.1313590198161814e-11 	 1.918338034528212e-11
29.83010033444816 	 2.1271111675119422e-11 	 1.914916060773719e-11
29.91505016722408 	 2.1228824464344623e-11 	 1.9115077349361812e-11
30.0 	 2.1186727213461196e-11 	 1.9081129730482316e-11
